ID,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,TARGET
14923,0.9999999,40,0,0.156196944,3533,3,0,0,0,1,0
14924,0.215098113,56,0,0.293268163,4500,5,0,2,0,0,0
14925,0.140426448,39,0,135,NA,4,0,0,0,1,0
14926,0.082145893,41,0,0.274685126,10400,6,0,1,0,2,0
14927,0.9999999,45,0,70,NA,5,0,0,0,3,0
14928,0.030213836,74,0,1342,NA,8,0,1,0,0,0
14929,0.9999999,38,1,0.618723017,4400,8,0,3,0,0,0
14930,0.717918194,53,0,0.27494272,4800,10,0,2,0,0,0
14931,0.919180137,28,3,0.340273973,5474,10,0,1,0,0,0
14932,0.664887483,45,0,0.798650169,8000,10,0,4,0,2,0
14933,0.90127539,36,5,0.814037627,2763,9,0,1,1,3,0
14934,0,41,0,0.356940604,30018,14,0,3,0,2,0
14935,0.9999999,32,0,0.270280374,2674,3,0,0,0,2,0
14936,0.9999999,33,0,89,NA,2,3,0,0,0,0
14937,0.231768232,36,0,0.005906406,2200,2,0,0,0,0,0
14938,0.300084261,56,0,0.257513323,18200,19,0,3,0,4,0
14939,0,64,0,0,NA,4,0,0,0,0,0
14940,0.43142852,50,0,0.242978445,10716,11,0,1,0,1,0
14941,0.263582624,42,0,0.317192707,5100,10,0,1,0,0,0
14942,0.944422231,35,0,0.370362142,4500,5,0,1,0,0,0
14943,0.243379266,32,1,515,NA,6,0,0,0,NA,0
14944,0.064118718,45,0,2483,NA,7,0,1,0,0,0
14945,0.9999999,60,0,0,NA,1,0,0,0,0,0
14946,0.029286486,53,0,3404,NA,15,0,1,0,0,0
14947,0.009999687,71,0,8,NA,11,0,0,0,0,0
14948,0,44,0,8.332667333,1000,16,0,3,0,3,0
14949,0.01353584,57,0,0.325910712,9250,8,1,3,0,0,0
14950,0.064616104,74,0,1712,NA,13,0,1,0,0,0
14951,1.401197605,39,1,0.103507481,4076,5,1,0,0,2,1
14952,0.194859942,58,0,3379,NA,12,0,2,0,3,0
14953,0.345956755,29,0,0.229070288,6700,5,0,1,0,0,0
14954,0.023933575,61,0,0.171971338,6000,9,0,1,0,1,0
14955,0.106953941,56,2,0.260932418,8300,13,0,2,0,1,0
14956,0.125283676,62,0,0.255142857,10499,12,0,2,0,0,0
14957,0.69030969,25,1,0.270758123,3600,6,0,0,2,1,1
14958,0.016131183,67,0,3,NA,2,0,0,0,0,0
14959,0.266297056,39,0,0.403266122,6000,12,0,2,0,2,0
14960,0.323820941,58,0,0.342557818,5058,15,0,2,0,0,0
14961,0.842078961,55,0,1394,NA,4,0,0,1,0,1
14962,0.351833174,33,0,0.117302335,10408,12,0,0,0,0,0
14963,0.037479334,56,0,0.343965722,4200,18,0,3,0,0,0
14964,0.9999999,34,0,0.578733616,5416,3,0,1,0,0,0
14965,0.185547097,74,0,0.057169745,8500,3,0,0,0,0,0
14966,0.032805971,50,0,3221,NA,11,0,1,0,0,0
14967,0.311856709,60,0,0.451226602,8600,13,0,3,0,1,0
14968,0.056470748,61,0,0.260903007,13000,19,0,1,0,4,0
14969,1.00159968,42,1,0.083563748,3254,3,1,0,0,4,1
14970,1.002615091,39,2,0.517,3999,11,0,0,0,3,0
14971,0.004245026,64,0,0.001166861,13711,10,0,0,0,0,0
14972,0.326713803,55,0,0.38666979,8536,13,0,2,0,3,0
14973,0.002862151,76,0,0.213696576,4000,7,0,1,0,0,0
14974,0.463300816,71,0,0.262664964,4697,5,0,0,0,1,0
14975,0.971748921,42,1,0.419802805,7200,7,0,1,0,1,0
14976,0.617652513,53,0,2136,NA,9,0,1,0,0,0
14977,0.008168115,63,0,9,NA,3,0,0,0,0,0
14978,0.425677144,41,0,0.181768259,7283,10,0,0,0,0,0
14979,0.164691765,44,0,0.122386013,2916,4,0,0,0,0,0
14980,0.019405952,79,0,0.007831822,2425,2,0,0,0,0,0
14981,0.221350637,33,0,0.71436933,3416,6,0,1,0,0,0
14982,0.197189042,53,0,0.171704271,7046,11,0,0,0,4,0
14983,0.064113876,30,0,0.248267898,1731,6,0,0,0,0,0
14984,0.9999999,53,0,0.185938021,3000,2,1,0,0,0,0
14985,0.319932311,74,0,0.298625573,2400,6,0,1,0,0,0
14986,0.01782622,86,0,15,NA,3,0,0,0,0,0
14987,0.173096153,32,0,0.094014681,7083,9,0,0,0,0,0
14988,0.15375447,66,0,0.150499912,5700,10,0,2,0,1,0
14989,0,79,0,0,NA,1,0,0,0,NA,0
14990,0.759927575,68,0,0.1737461,12500,11,0,0,0,3,0
14991,0.046232424,73,1,0.238166667,5999,9,0,2,0,0,0
14992,0.108891109,60,0,0.100682192,4250,6,0,1,0,0,0
14993,0.251196759,67,0,0.380961149,5430,9,0,3,0,0,0
14994,0.9999999,72,0,452,NA,2,0,1,0,0,0
14995,0.502084412,52,0,0.525805707,13000,14,0,4,0,1,0
14996,0.051346743,68,0,0.405180608,4207,10,0,1,0,0,0
14997,0.044246776,76,0,0.338915271,4000,6,0,1,0,0,0
14998,0.014463656,60,0,0.238158841,9732,12,0,2,0,1,0
14999,0.057423492,47,0,96,NA,5,0,0,0,0,0
15000,0.389083117,46,0,3615,NA,6,0,1,0,0,0
15001,0.362942902,44,0,0.443978603,6916,10,0,1,0,3,0
15002,0.000825673,59,1,0.029548523,13333,8,0,0,0,3,0
15003,0.9999999,71,0,2.628306878,755,3,0,2,0,0,0
15004,0.243787549,45,2,2073.5,1,14,0,2,0,3,0
15005,0,58,0,0.142112125,2300,7,0,0,0,0,0
15006,0.610647144,45,0,0.38448237,13300,10,0,2,0,0,0
15007,0.971254491,41,2,0.288152164,11250,10,0,2,0,0,0
15008,0.205334105,44,3,0.446392863,6500,12,0,1,0,2,0
15009,0.069510782,53,0,0.193473419,10326,10,0,2,0,0,0
15010,0.174833007,54,0,3719,NA,9,0,2,0,3,0
15011,0.081598368,51,0,0.49396085,2400,8,0,1,0,2,0
15012,0.9999999,29,0,0.259067358,5210,3,3,0,2,1,1
15013,0.270672933,45,0,2672,NA,2,0,1,0,0,0
15014,0.213180325,47,0,1346,NA,4,0,1,0,4,0
15015,0.9999999,82,0,0,2443,1,0,0,0,1,0
15016,0.118680082,44,0,0.009030801,6200,6,0,0,0,4,0
15017,0.000599991,44,0,0.324911673,15000,6,0,2,0,1,0
15018,0.873049611,38,2,0.445415596,5834,7,0,1,0,0,0
15019,0.333980175,58,0,0.569714423,12500,17,0,3,0,0,0
15020,0.9999999,37,0,0.078159893,6716,1,0,0,0,2,0
15021,0.35656578,63,0,0.516828552,8853,21,0,2,0,1,0
15022,0.012530972,58,0,0.383012314,6333,10,0,3,0,1,0
15023,0.083645818,46,0,0.128124554,7000,3,0,0,0,2,0
15024,0.036994715,38,0,0.248197404,6240,8,0,0,0,1,0
15025,0.086453257,54,0,0.21441621,12041,11,0,2,0,0,0
15026,0.343796874,42,0,2020,NA,9,0,1,0,1,0
15027,0.419135373,33,0,0.294688548,5666,10,0,1,0,0,0
15028,0.9999999,34,0,0.196873296,5500,7,2,0,0,0,0
15029,0.046718131,59,0,0.007998118,4250,3,0,0,0,0,0
15030,0.421305939,48,0,2146,NA,31,0,2,0,3,0
15031,0.117973365,33,1,0.717227852,3058,12,0,3,0,0,0
15032,0.9999999,45,0,2.096814491,1600,2,0,1,0,0,0
15033,0.035829967,81,0,0.046473838,3076,11,0,0,0,0,0
15034,0.124125058,43,0,0.03875969,1418,1,0,0,0,0,0
15035,1.073292671,63,1,0.331433713,3333,2,0,0,2,0,0
15036,0.642191875,69,0,0.589606929,1500,7,0,1,0,0,0
15037,0.000874569,43,1,0.433463572,4350,10,0,2,0,2,0
15038,0.037191471,54,0,0.172349889,10791,10,0,1,0,0,0
15039,0.808794137,31,0,0.473233405,1400,5,0,0,0,0,0
15040,0.006150711,57,0,0.345124577,3250,10,0,1,0,0,0
15041,0.814037587,53,2,0.421744768,5398,11,0,2,0,0,0
15042,0.502042508,30,0,0.254387914,4500,9,0,0,0,0,0
15043,0.047017648,61,0,0.206558688,5000,6,0,1,0,0,0
15044,0.360190995,73,0,0.156521739,2759,3,0,0,0,0,0
15045,0.026783801,53,0,0.25081504,4600,6,0,1,0,3,0
15046,0.839575737,38,0,0.476504699,5000,9,0,1,0,1,0
15047,0,60,0,0.399385561,1301,4,0,1,0,0,0
15048,0.079680293,60,0,1949,NA,3,0,1,0,0,0
15049,0.034838618,75,0,0.314457029,1500,8,0,0,0,0,0
15050,0.061262582,54,0,0.334785952,3900,5,0,1,0,2,0
15051,0.160519481,55,0,0.279610944,11000,8,0,1,0,3,0
15052,0.040071843,60,0,0.311910883,3500,7,0,2,0,0,0
15053,0,70,0,0.79233759,1800,3,0,1,0,0,0
15054,0.9999999,73,0,219,NA,4,0,1,0,0,0
15055,0.251542834,61,0,0.272322152,12341,13,0,2,0,0,0
15056,0.041626546,67,0,0.008501119,2234,6,0,0,0,0,0
15057,0.054651859,32,0,0.273064839,3500,4,0,1,0,0,0
15058,0,64,0,1689,NA,3,0,1,0,0,0
15059,0.059271117,61,0,0.210087768,9000,20,0,2,0,1,0
15060,0.003599869,56,1,0.285440351,7300,8,0,1,0,0,0
15061,0.339647439,71,0,1.005451987,5685,12,0,2,0,0,0
15062,0.18924748,64,2,0.313498706,6570,12,0,1,0,0,0
15063,0.598793842,27,0,0.206642066,541,7,0,0,0,0,0
15064,0,63,0,0.526788003,3900,4,0,2,0,0,0
15065,0.322321405,39,0,3582,NA,11,0,4,0,0,0
15066,0.397262427,42,0,0.39507453,7714,14,0,1,0,4,1
15067,0.923741225,51,1,0.396092909,6500,9,0,2,0,2,0
15068,0.087223133,46,0,0.056516724,2600,10,0,0,0,0,0
15069,0.005720879,51,0,887,NA,5,0,1,0,0,0
15070,0.240138605,41,0,1846,NA,9,0,1,0,1,0
15071,0.657665626,39,1,0.74885906,7449,13,0,4,0,2,0
15072,0.821584012,65,2,0.794296017,6100,19,0,1,0,0,0
15073,0.98396027,47,1,0.456288414,10900,7,0,2,0,2,0
15074,0.11479426,64,0,81,NA,3,0,0,0,0,0
15075,0.010080313,76,0,0.00739926,10000,23,0,0,0,0,0
15076,0.24310734,54,0,0.184136614,8900,6,0,0,0,1,0
15077,0.034726641,40,0,0.272606088,4500,4,0,1,0,3,0
15078,0.678957236,29,1,0.111077844,3339,6,0,0,0,0,0
15079,0.398708763,32,0,0.276180955,4000,8,0,0,0,1,0
15080,0.46077509,54,0,0.317367763,2400,9,0,0,0,0,0
15081,0.125029998,61,0,340,0,2,0,0,0,0,0
15082,0.055347233,69,0,43,NA,8,0,0,0,0,0
15083,0.405759835,54,0,4527,NA,6,0,1,0,0,0
15084,0.01285573,41,0,1.738491675,4083,5,0,3,0,1,0
15085,0.916734842,40,0,0.698783295,3040,5,0,2,0,0,0
15086,0.925558885,44,1,0.356857523,750,4,0,0,0,0,1
15087,0.296497343,37,0,1427,NA,7,0,1,0,0,0
15088,0.131995286,49,0,0.453646898,5867,9,0,1,0,0,0
15089,0.9999999,35,0,0.312165405,5416,1,0,1,0,2,0
15090,0.076956922,47,0,1279,NA,7,0,1,0,3,0
15091,0.01051579,88,0,686,NA,4,0,1,0,0,0
15092,0.092690731,75,0,0.008997001,3000,2,0,0,0,0,0
15093,0.502447299,56,0,0.641622986,5150,15,0,2,0,1,0
15094,0,23,0,0.15225335,820,2,0,0,0,0,0
15095,0.162588826,38,0,0.407258988,8733,5,0,1,0,0,0
15096,0.039249245,69,0,835,NA,3,0,1,0,1,0
15097,0.133187385,40,0,0.033135509,2021,2,0,0,0,2,0
15098,0.152111993,59,0,0.165165624,6550,10,0,0,0,3,0
15099,0.027435074,41,0,0.233795086,7651,8,0,1,0,0,0
15100,0.110698348,68,0,0.31627907,5159,10,0,2,0,0,0
15101,0.059809229,46,1,0.305359777,6100,14,0,1,0,1,0
15102,0.071499354,62,0,126,NA,9,0,0,0,0,0
15103,0.819317236,27,0,1.326683292,400,5,0,0,0,0,0
15104,0.120575885,39,0,0.288951841,6000,2,0,1,0,0,0
15105,0.9999999,56,1,0.006750755,5628,4,1,0,1,0,0
15106,0.012824034,38,0,0.456195677,13000,14,0,2,0,0,0
15107,0.097104502,66,0,0.107219303,15416,10,0,1,0,0,0
15108,0.086170006,42,0,0.512279939,4600,19,0,2,0,2,0
15109,0.002661113,67,0,0.071714246,7250,8,0,1,0,1,0
15110,0.044673904,65,0,0.250377744,11250,18,0,2,0,2,0
15111,0.330316509,67,0,1081,NA,7,0,1,0,0,0
15112,0.255254595,41,5,0.433223825,7000,15,0,1,0,2,0
15113,0.545300899,60,0,0.391960804,10000,12,0,2,0,0,0
15114,0.040973111,49,0,20,NA,3,0,0,0,0,0
15115,0.033425388,81,0,0.001853225,5395,5,0,0,0,0,0
15116,0.9999999,66,1,1.009987516,2402,7,0,1,0,0,0
15117,0.160437745,64,0,0.105633803,3833,5,0,1,0,0,0
15118,0.039143961,58,0,0.121890771,44383,10,0,2,0,1,0
15119,0.9999999,59,2,0.617283951,1700,1,0,1,0,0,0
15120,0,47,0,0.374361253,4500,4,0,2,0,1,0
15121,0.51029494,53,1,0.782636168,7912,13,0,2,0,3,0
15122,0.69071206,53,0,3753,NA,5,0,2,0,2,0
15123,0.024866871,55,0,933,NA,5,0,1,0,0,0
15124,0.484424275,51,1,0.550446999,2348,6,0,1,0,0,0
15125,0.00722972,63,0,0.375,4583,8,0,1,0,0,0
15126,0.066746617,35,0,0.402213038,7500,12,0,2,0,1,0
15127,0.248707045,54,0,0.01454215,4400,1,0,0,0,0,0
15128,0.9999999,42,0,0,3400,0,0,0,0,0,0
15129,0.031631305,63,0,0.009514395,8092,6,0,1,0,0,0
15130,0.735712637,48,0,0.584773604,7000,13,0,2,0,0,0
15131,0.038488034,79,0,0.00696993,100000,4,0,0,0,0,0
15132,0.009999091,58,0,0.376887872,4369,8,0,1,0,1,0
15133,0.9999999,41,0,0.233277791,4200,2,3,1,1,2,1
15134,0.038276255,62,0,0.015643803,2492,5,0,0,0,0,0
15135,0.9999999,59,0,0.215049991,5700,3,0,1,0,0,0
15136,0.964028777,33,1,0.105629211,4600,3,2,0,1,0,0
15137,0.002074948,80,0,0.00159936,2500,9,0,0,0,0,0
15138,0.010677363,45,0,0.161560787,3100,3,0,0,0,0,0
15139,0.499596465,75,0,1621,NA,4,0,1,0,0,0
15140,0.005296498,60,0,2101,NA,5,0,2,0,0,0
15141,0.756076253,70,0,0.357581967,13663,10,0,1,0,0,0
15142,0.074306321,76,0,739,NA,17,0,0,0,0,0
15143,0.70123163,85,3,0.36605292,8200,15,0,0,0,0,0
15144,0.008059177,62,0,0.189301783,6000,7,0,1,0,0,0
15145,0.499564125,50,0,0.32569077,1700,7,0,0,0,0,0
15146,0.028579723,55,0,0.383494465,7136,10,0,2,0,0,0
15147,0.000575061,65,0,0,12000,7,0,0,0,0,0
15148,0.00161063,42,0,0.225101626,1967,8,0,0,0,1,0
15149,0.134263013,75,0,375,NA,5,0,0,0,NA,0
15150,0.192074454,61,0,3206,NA,7,0,4,0,NA,0
15151,0.168826116,56,0,0.402637156,4246,11,0,1,1,0,0
15152,0.357174811,47,2,0.082199546,10583,10,0,0,0,0,0
15153,0.823645642,48,0,0.376600578,9683,12,0,1,0,2,0
15154,0.592348575,56,0,0.605095541,6750,20,0,1,0,0,0
15155,0.183883672,22,0,0.018813906,2444,5,0,0,0,0,0
15156,0.278588454,44,0,0.562109473,4000,8,0,2,0,3,0
15157,0,68,0,1676,NA,7,0,2,0,0,0
15158,0,88,0,0,3000,5,0,0,0,0,0
15159,0.110647363,32,0,0.605746445,3375,9,0,1,0,0,0
15160,0.234538853,53,0,1513,NA,10,0,1,0,1,1
15161,0.928771199,48,0,0.350070644,9200,12,0,2,0,1,0
15162,0,77,0,0,NA,2,0,0,0,1,0
15163,0,67,0,0.158536585,13775,5,0,1,0,1,0
15164,0.438446075,51,0,0.350832458,20000,11,0,2,0,1,0
15165,0.650469906,46,0,0.552397359,3482,6,0,1,0,0,0
15166,0.9999999,30,0,0.008247938,4000,1,0,0,0,0,0
15167,0.343050752,58,0,0.334073992,9000,9,0,1,0,3,0
15168,0.139183505,62,0,1351,NA,10,0,1,0,0,0
15169,0.915314538,44,0,0.350547731,3833,20,0,0,0,0,1
15170,0.081159174,47,0,0.07487401,4166,7,0,0,0,1,0
15171,0.9999999,58,0,308,NA,1,2,0,0,3,0
15172,0.41740918,56,0,0.423842345,10300,15,0,2,0,0,0
15173,0.09284089,50,0,1.438561439,1000,20,0,1,0,3,0
15174,0.576042278,41,0,0.440163456,15416,14,0,4,0,2,0
15175,0.988513082,25,0,0.042164179,5359,2,0,0,0,0,0
15176,0.9999999,54,0,1965,NA,2,0,1,0,0,0
15177,0.261273873,77,0,0.035755479,2600,5,0,0,0,1,0
15178,0.162494519,56,1,0.376148813,13600,16,0,2,0,1,0
15179,0.515894979,52,0,0.717052632,4749,8,0,1,0,2,0
15180,0.9999999,29,0,0.010864841,2300,1,0,0,0,0,0
15181,0.004369946,60,0,0.006372226,4550,5,0,0,0,2,0
15182,0.11969601,47,0,0.202922392,10333,4,0,1,0,5,0
15183,0.001041612,45,0,0.516593363,2500,9,0,1,0,3,0
15184,0.030411696,45,0,0.908727515,1500,7,0,1,0,0,0
15185,0.279927391,34,2,0.132046199,5800,6,0,0,0,1,0
15186,0.010908099,28,0,53,NA,4,0,0,0,1,0
15187,0.02534861,55,0,2189,NA,20,0,2,0,3,0
15188,0.334850761,59,0,0.625841184,5200,18,0,2,0,1,0
15189,0.008901537,59,0,0.317519612,5353,16,0,2,0,1,0
15190,0.004552771,49,0,0.425307055,3500,17,0,1,0,2,0
15191,0.156549064,76,0,0.069171139,3353,5,0,1,0,0,0
15192,0,52,0,0.170562617,11250,7,0,3,0,0,0
15193,0.091128763,62,0,0.460883664,7400,10,0,1,0,0,0
15194,0,36,0,4892,NA,6,0,1,0,0,0
15195,0.012787903,52,0,28,NA,9,0,0,0,0,0
15196,0.050873728,62,0,0.157355021,5655,3,0,1,0,1,0
15197,0.078254462,58,0,567,NA,12,0,1,0,0,0
15198,0.00028571,87,1,0.484378905,4000,12,0,1,0,0,0
15199,0.9999999,47,2,0.001666111,3000,3,0,0,0,2,0
15200,0.02604974,68,0,0.082783443,5000,8,0,0,0,0,0
15201,0,64,0,1451,NA,12,0,1,0,2,0
15202,0.083283653,47,0,0.095097623,40000,16,0,2,0,3,0
15203,0.262964663,59,0,3548,NA,9,0,2,0,0,0
15204,0.9999999,35,0,0.471498371,3683,5,0,1,0,0,0
15205,0.136944497,76,0,509,NA,12,0,0,0,0,0
15206,0.142161895,29,0,0.588925207,5200,10,0,2,0,0,0
15207,0.051862019,54,2,2458,NA,13,1,1,0,1,0
15208,0,41,0,0.140714682,5400,6,0,1,0,0,0
15209,0.0072671,71,0,2375,NA,15,0,2,0,0,0
15210,0.091058165,52,0,0.317115252,8693,14,0,3,0,1,0
15211,0.026374747,69,0,0.017193123,2500,7,0,0,0,0,0
15212,0.938906109,45,0,0.294387857,5006,3,0,1,0,0,0
15213,0.445473458,66,0,0.071996764,7416,13,0,0,0,0,0
15214,0.056361074,71,0,0.388329037,4266,8,0,2,0,0,0
15215,0.024718546,60,0,602,NA,8,0,1,0,NA,0
15216,0.043799259,75,0,1392,NA,5,0,1,0,0,0
15217,0.064253952,47,0,0.138817481,3500,4,0,0,0,3,0
15218,0.268463201,29,0,0.142031199,9166,11,0,1,0,0,0
15219,0.9999999,30,0,0.15367038,3500,1,2,0,1,0,1
15220,0.535039969,43,0,0.991831972,4284,16,0,1,0,1,0
15221,0.019658889,66,0,0.178023033,4167,9,0,1,0,0,0
15222,0.007768786,76,0,0.124205661,5192,14,0,1,0,0,0
15223,0.200650641,65,0,0.505232315,2388,6,0,1,0,0,0
15224,0.9999999,36,0,0.009991674,1200,0,0,0,0,2,0
15225,0.154673539,46,0,0.533025099,9083,8,0,2,0,3,0
15226,0.908091908,56,0,0.067786443,3333,2,0,0,0,2,0
15227,0.816618338,54,0,0.12171957,4000,4,0,0,0,2,0
15228,0.12045111,25,1,0.149800266,1501,6,0,0,0,0,0
15229,0.843859357,37,0,2746,NA,6,0,3,0,0,0
15230,0.133081267,50,0,0.335904027,3500,9,0,1,0,0,0
15231,0.129437542,50,0,0.299036281,10583,8,0,2,0,0,0
15232,0.513300743,67,0,953,NA,24,1,0,0,0,0
15233,0.039926594,72,1,0.298200514,7001,14,0,1,0,1,0
15234,0.884015465,34,0,0.719860221,1716,4,0,1,0,0,0
15235,0.310906483,54,2,2206,NA,15,0,2,0,2,0
15236,0.483585326,46,0,0.479291631,3500,5,0,1,0,2,0
15237,0.732957644,55,2,0.380079901,7258,13,0,2,0,1,0
15238,0.185794206,44,0,0.170103737,8000,12,0,1,0,1,0
15239,0.266784755,50,1,1924,NA,12,0,2,0,2,0
15240,0.843156843,21,2,5.728587319,898,7,2,2,1,0,0
15241,0.067346784,61,0,78,NA,4,0,0,0,0,0
15242,0.813647535,59,0,0.256631023,7200,7,0,1,0,1,0
15243,0.119634103,43,1,2048,NA,9,0,1,0,0,0
15244,0,62,0,0.370859213,3863,6,0,1,0,3,0
15245,0.005721108,41,0,0.000856898,3500,3,0,0,0,4,0
15246,0.454224378,76,0,0.118182937,8122,5,0,0,0,0,0
15247,0.975756061,35,1,0.136070853,2483,7,0,0,1,0,1
15248,0.000434751,55,0,0.430613961,10700,8,0,2,0,1,0
15249,0.010449478,56,0,0.000319047,18805,4,0,0,0,1,0
15250,0.416849439,29,0,0.028285209,3393,2,0,0,0,0,0
15251,0.090323729,61,1,0.519616145,3542,11,0,1,0,1,0
15252,0.000438723,46,0,1933,NA,14,0,1,0,0,0
15253,0.033443682,76,0,0.043060925,7500,20,0,0,0,1,0
15254,0.9999999,50,0,0.241507499,7800,3,0,2,0,2,0
15255,0.022007695,51,0,0.170686345,16667,17,0,1,0,1,0
15256,0.430599451,56,0,0.729476818,2350,9,0,1,3,0,0
15257,0.154911575,54,1,0.392699372,4300,10,0,1,0,1,0
15258,0.9999999,28,0,0,600,1,0,0,0,0,0
15259,0.9999999,31,0,0.08997001,3000,2,0,0,0,0,0
15260,0.031458907,49,0,0.087762067,2050,9,0,0,0,0,0
15261,1.101802757,48,3,0.926512031,4612,12,5,5,2,3,1
15262,0.177980224,40,1,0.439712058,5000,8,0,2,0,2,0
15263,0,82,0,0.213274091,3600,9,0,1,0,0,0
15264,0.353697443,50,0,0.418619379,3157,16,0,1,0,0,0
15265,0.9999999,41,0,0.003482804,2296,0,0,0,0,3,0
15266,0.121493925,51,0,0.033162258,2532,2,0,0,0,2,0
15267,0.022039118,72,0,0.003553976,4501,2,0,0,0,0,0
15268,0.9999999,24,0,0.159900062,1600,1,0,0,0,0,0
15269,0.053059592,58,0,2887,NA,4,0,1,0,NA,0
15270,0.498806954,38,0,0.106802961,5673,4,0,0,0,3,0
15271,0.012510833,54,0,0.003548459,4508,6,0,0,0,0,0
15272,0.024776401,39,0,0.219988259,13627,5,0,2,0,0,0
15273,0.005997601,23,0,0,929,3,0,0,0,0,0
15274,0.067068449,65,0,0.004832931,12000,6,0,0,0,1,0
15275,0.013855164,31,0,0.060815047,3189,4,0,0,0,0,0
15276,0.359859082,55,0,0.144618834,2675,11,0,0,0,0,0
15277,0.026227073,32,0,0.158947018,3000,7,0,0,0,0,0
15278,0.005655853,56,0,0.252182193,6300,9,0,2,0,1,0
15279,0.111813099,69,0,761,NA,8,0,2,0,0,0
15280,0.131796746,44,0,1217,NA,11,0,1,0,0,0
15281,0.126402475,44,0,1010,0,4,0,1,0,0,0
15282,0.003265279,62,0,0.001587073,6930,12,0,0,0,4,0
15283,0.175357206,41,0,0.198225222,8000,12,0,1,0,2,0
15284,0.015226129,74,0,0.208793134,5708,17,0,1,0,1,0
15285,0.081404245,68,0,0.068124474,2377,12,0,0,0,0,0
15286,0.138246215,38,0,0.55155176,4800,6,0,2,0,0,0
15287,0.001379287,57,0,0.141963872,8635,9,0,1,0,0,0
15288,0.932048543,70,1,0.510128913,3800,5,0,2,0,0,0
15289,0.946469774,39,0,0.11272182,4000,3,0,0,0,2,0
15290,0.229569584,60,1,0.326499906,10633,15,0,2,0,0,0
15291,0.969218627,49,0,0.507557289,2050,5,0,0,0,1,0
15292,0.156388315,63,0,152,0,5,0,0,0,0,0
15293,0,54,0,0,6250,4,0,0,0,0,0
15294,0.182266514,57,0,10141,NA,15,0,7,0,0,0
15295,0.940463828,30,0,0.435141215,4000,10,0,0,0,0,0
15296,0.038402033,65,0,3552,NA,6,0,2,0,0,0
15297,0.9999999,31,0,0.344456943,8000,5,0,2,0,1,0
15298,0.408254251,44,0,0.345725954,7100,15,0,2,0,3,0
15299,0.262481354,71,0,0.586009993,1400,13,0,0,0,0,0
15300,0,43,0,0,NA,2,0,0,0,2,0
15301,0,61,0,687,NA,16,0,0,0,0,0
15302,0.09725163,38,1,0.04217233,3295,10,0,0,1,1,0
15303,0.092442162,60,0,111,NA,6,0,0,0,0,0
15304,0.056031868,33,0,0.035550862,2840,6,0,0,0,2,0
15305,1.007998,48,0,0.348094748,5825,3,0,1,0,4,0
15306,0.256522799,31,1,0.275976977,3300,4,0,0,2,2,1
15307,0.3960001,59,0,2969,NA,22,0,2,1,0,0
15308,0,76,0,153,NA,3,0,0,0,NA,0
15309,0.9999999,32,1,0.354929014,5000,5,0,1,0,0,0
15310,0.957320557,43,0,4763,NA,11,0,2,0,0,1
15311,0.943521595,39,0,0.02350081,3701,2,0,0,1,1,0
15312,0.002567394,59,2,0.000768935,2600,5,1,0,0,0,1
15313,0.00046031,48,0,9805,NA,15,0,5,0,0,0
15314,0.779295208,51,2,0.188103781,7245,7,1,0,1,3,1
15315,0,56,0,0.308218294,7750,5,0,2,0,3,0
15316,0.319473451,28,0,0.191961608,5000,8,0,0,0,0,0
15317,0.631874673,37,2,0.215801463,8340,4,0,1,0,5,0
15318,0,57,0,0.281187123,7951,9,0,1,0,1,0
15319,0.110966493,60,0,0.61978687,7600,17,0,2,0,0,0
15320,0.021365294,69,0,0.229230875,14600,22,0,1,0,0,0
15321,0.9999999,44,0,0.565083638,5200,4,0,2,0,2,0
15322,0.005224869,47,0,2566,NA,4,0,1,0,0,0
15323,0.013441648,84,0,9,NA,4,0,0,0,0,0
15324,0.060906322,45,0,0.282803276,5250,9,0,2,0,0,0
15325,0.183733721,38,0,0.0229977,10000,5,0,0,0,0,0
15326,0,74,0,0.006333122,9473,9,0,0,0,0,0
15327,0.086745663,46,0,0.374275313,7416,11,0,1,0,1,0
15328,0,42,0,0.141364039,16934,3,0,1,0,2,0
15329,0,70,1,0.580233204,1800,4,0,1,0,1,0
15330,0.9999999,58,0,0.059948217,5020,5,0,0,0,0,0
15331,0.272057598,27,0,0.434206971,3700,3,0,1,0,2,0
15332,0.97005988,25,0,0.231768232,1000,8,0,0,0,0,0
15333,0.025180825,46,0,0.364126653,5747,9,0,1,0,0,0
15334,0.500046728,41,0,1150,NA,5,0,0,0,0,0
15335,0,68,0,1853,NA,13,0,1,0,0,0
15336,0.107446161,38,0,0.549193365,4400,6,0,2,0,2,0
15337,0.152307726,69,0,0.165079365,1259,4,0,0,0,0,0
15338,0.876222907,39,0,0.555896387,2933,6,0,1,0,3,0
15339,0.076039513,75,0,0.872625475,5000,11,0,3,0,0,0
15340,0.038209737,34,0,0.050894911,10000,9,0,0,0,1,0
15341,0.9999999,86,0,0.000761832,10500,5,0,0,0,0,0
15342,0,24,0,0.079960995,2050,4,0,0,1,2,0
15343,0.973305955,57,4,0.082104177,9694,10,0,0,0,0,0
15344,0,58,1,0.55417234,5140,8,0,1,0,2,0
15345,0,55,0,0.927773203,8500,3,0,2,0,2,0
15346,0,45,0,0.266313933,1700,3,0,0,0,0,0
15347,0,48,0,0,NA,2,0,0,0,0,0
